FeatureCode,DateCode,Measurement,Units,Value,Gender,Population Group
S12000038,2003,Median,Pounds (GBP),428,Male,Workplace Based
S12000038,2002,Median,Pounds (GBP),429.3,Male,Workplace Based
S12000048,2006,Median,Pounds (GBP),332.7,Female,Workplace Based
S12000048,2005,Median,Pounds (GBP),303.3,Female,Workplace Based
S12000048,2007,Median,Pounds (GBP),311.7,Female,Workplace Based
S12000040,2006,Median,Pounds (GBP),424.1,Male,Workplace Based
S12000040,2005,Median,Pounds (GBP),429.3,Male,Workplace Based
S12000040,2007,Median,Pounds (GBP),458.8,Male,Workplace Based
S12000044,2007,Median,Pounds (GBP),402.3,Female,Workplace Based
S12000044,2008,Median,Pounds (GBP),418.4,Female,Workplace Based
S12000044,2006,Median,Pounds (GBP),378,Female,Workplace Based
S12000048,2003,Median,Pounds (GBP),300.6,Female,Workplace Based
S12000048,2002,Median,Pounds (GBP),294.8,Female,Workplace Based
S12000048,2004,Median,Pounds (GBP),301.2,Female,Workplace Based
S12000038,2004,Median,Pounds (GBP),450,Male,Workplace Based
S12000044,2005,Median,Pounds (GBP),353.7,Female,Workplace Based
S12000046,2003,Median,Pounds (GBP),380.6,All,Workplace Based
S92000003,2001,Median,Pounds (GBP),355.1,All,Workplace Based
S92000003,2002,Median,Pounds (GBP),371.7,All,Workplace Based
S12000038,2005,Median,Pounds (GBP),477.1,Male,Workplace Based
S12000041,2011,Median,Pounds (GBP),416.1,All,Workplace Based
S12000044,2001,Median,Pounds (GBP),268.2,Female,Workplace Based
S12000041,2010,Median,Pounds (GBP),432.3,All,Workplace Based
S12000044,2003,Median,Pounds (GBP),330.6,Female,Workplace Based
S12000044,2004,Median,Pounds (GBP),331.8,Female,Workplace Based
S12000044,2002,Median,Pounds (GBP),311.4,Female,Workplace Based
S12000041,2005,Median,Pounds (GBP),379.3,All,Workplace Based
S12000041,2006,Median,Pounds (GBP),408,All,Workplace Based
S12000044,2001,Median,Pounds (GBP),356.6,All,Workplace Based
S12000041,2008,Median,Pounds (GBP),440,All,Workplace Based
S12000041,2009,Median,Pounds (GBP),419,All,Workplace Based
S12000041,2007,Median,Pounds (GBP),423.8,All,Workplace Based
S12000048,2012,Median,Pounds (GBP),403,Female,Workplace Based
S12000048,2011,Median,Pounds (GBP),393.4,Female,Workplace Based
S12000040,2008,Median,Pounds (GBP),461.8,Male,Workplace Based
S12000048,2009,Median,Pounds (GBP),356.1,Female,Workplace Based
S12000048,2008,Median,Pounds (GBP),334,Female,Workplace Based
S12000048,2010,Median,Pounds (GBP),355.5,Female,Workplace Based
S12000046,2002,Median,Pounds (GBP),365.6,All,Workplace Based
S12000040,2012,Median,Pounds (GBP),488.3,Male,Workplace Based
S12000046,2001,Median,Pounds (GBP),364.6,All,Workplace Based
S12000040,2010,Median,Pounds (GBP),493.1,Male,Workplace Based
S12000040,2009,Median,Pounds (GBP),463,Male,Workplace Based
S12000040,2011,Median,Pounds (GBP),489.6,Male,Workplace Based
S12000039,2010,Median,Pounds (GBP),394.7,Female,Workplace Based
S12000039,2011,Median,Pounds (GBP),410.9,Female,Workplace Based
S92000003,2012,Median,Pounds (GBP),533.1,Male,Workplace Based
S12000039,2009,Median,Pounds (GBP),389.8,Female,Workplace Based
S12000045,2011,Median,Pounds (GBP),490.2,All,Workplace Based
S12000045,2012,Median,Pounds (GBP),488.7,All,Workplace Based
S12000039,2012,Median,Pounds (GBP),422.1,Female,Workplace Based
S92000003,2009,Median,Pounds (GBP),509.9,Male,Workplace Based
S92000003,2010,Median,Pounds (GBP),521.4,Male,Workplace Based
S12000039,2006,Median,Pounds (GBP),342.6,Female,Workplace Based
S92000003,2011,Median,Pounds (GBP),517.5,Male,Workplace Based
S12000039,2008,Median,Pounds (GBP),359.4,Female,Workplace Based
S12000039,2007,Median,Pounds (GBP),328.9,Female,Workplace Based
S12000046,2010,Median,Pounds (GBP),438.6,Female,Workplace Based
S12000046,2011,Median,Pounds (GBP),440.8,Female,Workplace Based
S12000041,2012,Median,Pounds (GBP),478.3,Male,Workplace Based
S12000047,2006,Median,Pounds (GBP),396.7,All,Workplace Based
S12000047,2005,Median,Pounds (GBP),381,All,Workplace Based
S12000046,2012,Median,Pounds (GBP),446.8,Female,Workplace Based
S12000047,2011,Median,Pounds (GBP),435.9,All,Workplace Based
S12000047,2010,Median,Pounds (GBP),452.8,All,Workplace Based
S12000047,2012,Median,Pounds (GBP),453.3,All,Workplace Based
S12000047,2008,Median,Pounds (GBP),436.3,All,Workplace Based
S12000047,2007,Median,Pounds (GBP),435.9,All,Workplace Based
S12000047,2009,Median,Pounds (GBP),437.4,All,Workplace Based
S92000003,2006,Median,Pounds (GBP),464.5,Male,Workplace Based
S12000039,2004,Median,Pounds (GBP),337.2,Female,Workplace Based
S12000039,2003,Median,Pounds (GBP),319.7,Female,Workplace Based
S92000003,2005,Median,Pounds (GBP),444.6,Male,Workplace Based
S12000039,2005,Median,Pounds (GBP),322.4,Female,Workplace Based
S92000003,2008,Median,Pounds (GBP),504.9,Male,Workplace Based
S92000003,2007,Median,Pounds (GBP),481.5,Male,Workplace Based
S12000039,2001,Median,Pounds (GBP),312.2,Female,Workplace Based
S92000003,2002,Median,Pounds (GBP),414.4,Male,Workplace Based
S12000046,2009,Median,Pounds (GBP),428.4,Female,Workplace Based
S92000003,2003,Median,Pounds (GBP),419.2,Male,Workplace Based
S92000003,2004,Median,Pounds (GBP),427.4,Male,Workplace Based
S12000039,2002,Median,Pounds (GBP),311.2,Female,Workplace Based
S12000045,2006,Median,Pounds (GBP),492.1,All,Workplace Based
S12000045,2007,Median,Pounds (GBP),438,All,Workplace Based
S12000045,2005,Median,Pounds (GBP),414.9,All,Workplace Based
S12000045,2009,Median,Pounds (GBP),478.3,All,Workplace Based
S12000045,2010,Median,Pounds (GBP),526.9,All,Workplace Based
S12000045,2008,Median,Pounds (GBP),479.4,All,Workplace Based
S12000041,2007,Median,Pounds (GBP),397.8,Female,Workplace Based
S12000041,2008,Median,Pounds (GBP),391.5,Female,Workplace Based
S12000041,2006,Median,Pounds (GBP),414.1,Female,Workplace Based
S12000041,2010,Median,Pounds (GBP),370.9,Female,Workplace Based
S12000041,2011,Median,Pounds (GBP),386.6,Female,Workplace Based
S12000041,2009,Median,Pounds (GBP),359.6,Female,Workplace Based
S12000040,2007,Median,Pounds (GBP),404.5,All,Workplace Based
S12000040,2006,Median,Pounds (GBP),386.2,All,Workplace Based
S12000041,2002,Median,Pounds (GBP),401.5,Male,Workplace Based
S12000041,2001,Median,Pounds (GBP),367.6,Male,Workplace Based
S12000040,2004,Median,Pounds (GBP),387.7,All,Workplace Based
S12000040,2003,Median,Pounds (GBP),349,All,Workplace Based
S12000040,2005,Median,Pounds (GBP),389.4,All,Workplace Based
S12000041,2007,Median,Pounds (GBP),435.5,Male,Workplace Based
S12000041,2006,Median,Pounds (GBP),403.6,Male,Workplace Based
S12000039,2012,Median,Pounds (GBP),536.6,Male,Workplace Based
S12000041,2004,Median,Pounds (GBP),365.5,Male,Workplace Based
S12000041,2003,Median,Pounds (GBP),365,Male,Workplace Based
S12000041,2005,Median,Pounds (GBP),385.8,Male,Workplace Based
S12000045,2011,Median,Pounds (GBP),489.6,Female,Workplace Based
S12000045,2006,Median,Pounds (GBP),425.3,Female,Workplace Based
S12000045,2004,Median,Pounds (GBP),370.7,Female,Workplace Based
S12000045,2005,Median,Pounds (GBP),408.5,Female,Workplace Based
S12000040,2001,Median,Pounds (GBP),343.3,All,Workplace Based
S12000041,2012,Median,Pounds (GBP),403.9,Female,Workplace Based
S12000045,2012,Median,Pounds (GBP),453.7,Female,Workplace Based
S12000046,2001,Median,Pounds (GBP),412.7,Male,Workplace Based
S12000040,2002,Median,Pounds (GBP),383.7,All,Workplace Based
S12000045,2002,Median,Pounds (GBP),292.8,Female,Workplace Based
S12000045,2003,Median,Pounds (GBP),343.2,Female,Workplace Based
S12000045,2001,Median,Pounds (GBP),298,Female,Workplace Based
S12000040,2010,Median,Pounds (GBP),443.4,All,Workplace Based
S12000040,2009,Median,Pounds (GBP),427.3,All,Workplace Based
S12000040,2011,Median,Pounds (GBP),460.8,All,Workplace Based
S12000041,2011,Median,Pounds (GBP),421.5,Male,Workplace Based
S12000041,2010,Median,Pounds (GBP),475.2,Male,Workplace Based
S12000040,2008,Median,Pounds (GBP),422.1,All,Workplace Based
S12000047,2003,Median,Pounds (GBP),360,All,Workplace Based
S12000039,2001,Median,Pounds (GBP),386.7,Male,Workplace Based
S12000047,2004,Median,Pounds (GBP),375,All,Workplace Based
S12000047,2001,Median,Pounds (GBP),332.5,All,Workplace Based
S12000040,2012,Median,Pounds (GBP),478.1,All,Workplace Based
S12000047,2002,Median,Pounds (GBP),345,All,Workplace Based
S12000039,2007,Median,Pounds (GBP),498.5,Male,Workplace Based
S12000039,2008,Median,Pounds (GBP),462.2,Male,Workplace Based
S12000039,2006,Median,Pounds (GBP),460,Male,Workplace Based
S12000039,2010,Median,Pounds (GBP),551.4,Male,Workplace Based
S12000039,2011,Median,Pounds (GBP),484.8,Male,Workplace Based
S12000039,2009,Median,Pounds (GBP),483,Male,Workplace Based
S12000041,2008,Median,Pounds (GBP),446.3,Male,Workplace Based
S12000039,2002,Median,Pounds (GBP),411.1,Male,Workplace Based
S12000041,2009,Median,Pounds (GBP),455.6,Male,Workplace Based
S12000039,2004,Median,Pounds (GBP),411.4,Male,Workplace Based
S12000039,2005,Median,Pounds (GBP),425.4,Male,Workplace Based
S12000039,2003,Median,Pounds (GBP),396.1,Male,Workplace Based
S12000044,2012,Median,Pounds (GBP),506.6,Male,Workplace Based
S12000039,2010,Median,Pounds (GBP),472.1,All,Workplace Based
S12000044,2010,Median,Pounds (GBP),492.7,Male,Workplace Based
S12000044,2011,Median,Pounds (GBP),491.5,Male,Workplace Based
S12000039,2011,Median,Pounds (GBP),442.4,All,Workplace Based
S92000003,2009,Median,Pounds (GBP),420.3,Female,Workplace Based
S92000003,2008,Median,Pounds (GBP),401.1,Female,Workplace Based
S12000044,2005,Median,Pounds (GBP),424.9,Male,Workplace Based
S12000044,2006,Median,Pounds (GBP),445.5,Male,Workplace Based
S12000042,2001,Median,Pounds (GBP),270.6,Female,Workplace Based
S12000044,2008,Median,Pounds (GBP),506,Male,Workplace Based
S12000044,2009,Median,Pounds (GBP),483.2,Male,Workplace Based
S12000044,2007,Median,Pounds (GBP),468.2,Male,Workplace Based
S12000047,2002,Median,Pounds (GBP),375.2,Male,Workplace Based
S12000047,2001,Median,Pounds (GBP),364.7,Male,Workplace Based
S12000047,2003,Median,Pounds (GBP),404.2,Male,Workplace Based
S12000040,2011,Median,Pounds (GBP),427.9,Female,Workplace Based
S12000040,2010,Median,Pounds (GBP),384.2,Female,Workplace Based
S12000040,2012,Median,Pounds (GBP),437.7,Female,Workplace Based
S92000003,2011,Median,Pounds (GBP),435.4,Female,Workplace Based
S12000039,2012,Median,Pounds (GBP),475,All,Workplace Based
S92000003,2010,Median,Pounds (GBP),430.5,Female,Workplace Based
S12000047,2005,Median,Pounds (GBP),442.8,Male,Workplace Based
S12000047,2004,Median,Pounds (GBP),407.7,Male,Workplace Based
S92000003,2012,Median,Pounds (GBP),438.1,Female,Workplace Based
S12000047,2008,Median,Pounds (GBP),507.2,Male,Workplace Based
S12000047,2007,Median,Pounds (GBP),468.7,Male,Workplace Based
S12000047,2009,Median,Pounds (GBP),476.3,Male,Workplace Based
S12000039,2005,Median,Pounds (GBP),361,All,Workplace Based
S92000003,2001,Median,Pounds (GBP),296.7,Female,Workplace Based
S12000047,2006,Median,Pounds (GBP),448.1,Male,Workplace Based
S12000042,2005,Median,Pounds (GBP),355.8,Female,Workplace Based
S12000042,2004,Median,Pounds (GBP),362.8,Female,Workplace Based
S12000042,2006,Median,Pounds (GBP),362.3,Female,Workplace Based
S12000047,2011,Median,Pounds (GBP),468,Male,Workplace Based
S12000047,2010,Median,Pounds (GBP),493.5,Male,Workplace Based
S12000047,2012,Median,Pounds (GBP),510,Male,Workplace Based
S12000039,2009,Median,Pounds (GBP),419.4,All,Workplace Based
S92000003,2006,Median,Pounds (GBP),372.6,Female,Workplace Based
S92000003,2005,Median,Pounds (GBP),360,Female,Workplace Based
S12000042,2003,Median,Pounds (GBP),283.6,Female,Workplace Based
S12000042,2002,Median,Pounds (GBP),274.3,Female,Workplace Based
S92000003,2007,Median,Pounds (GBP),381.5,Female,Workplace Based
S12000039,2006,Median,Pounds (GBP),388.2,All,Workplace Based
S92000003,2003,Median,Pounds (GBP),326,Female,Workplace Based
S92000003,2002,Median,Pounds (GBP),311,Female,Workplace Based
S92000003,2004,Median,Pounds (GBP),341.6,Female,Workplace Based
S12000039,2008,Median,Pounds (GBP),406.1,All,Workplace Based
S12000039,2007,Median,Pounds (GBP),406.2,All,Workplace Based
S12000042,2005,Median,Pounds (GBP),409.1,All,Workplace Based
S12000042,2004,Median,Pounds (GBP),408.1,All,Workplace Based
S12000042,2007,Median,Pounds (GBP),435.9,All,Workplace Based
S12000042,2006,Median,Pounds (GBP),422.3,All,Workplace Based
S12000047,2004,Median,Pounds (GBP),305.6,Female,Workplace Based
S12000047,2003,Median,Pounds (GBP),305.4,Female,Workplace Based
S12000047,2005,Median,Pounds (GBP),312.5,Female,Workplace Based
S12000040,2003,Median,Pounds (GBP),311.8,Female,Workplace Based
S12000045,2001,Median,Pounds (GBP),331.4,All,Workplace Based
S12000046,2003,Median,Pounds (GBP),328.6,Female,Workplace Based
S12000045,2003,Median,Pounds (GBP),380,All,Workplace Based
S12000042,2008,Median,Pounds (GBP),465.3,All,Workplace Based
S12000045,2002,Median,Pounds (GBP),341.4,All,Workplace Based
S12000046,2004,Median,Pounds (GBP),353.7,Female,Workplace Based
S12000046,2005,Median,Pounds (GBP),363.8,Female,Workplace Based
S12000045,2004,Median,Pounds (GBP),374.2,All,Workplace Based
S12000046,2007,Median,Pounds (GBP),384.1,Female,Workplace Based
S12000046,2008,Median,Pounds (GBP),411.7,Female,Workplace Based
S12000046,2006,Median,Pounds (GBP),368.1,Female,Workplace Based
S12000047,2002,Median,Pounds (GBP),285.5,Female,Workplace Based
S12000047,2001,Median,Pounds (GBP),268.9,Female,Workplace Based
S92000003,2001,Median,Pounds (GBP),398.2,Male,Workplace Based
S12000042,2002,Median,Pounds (GBP),346,All,Workplace Based
S12000042,2001,Median,Pounds (GBP),331.9,All,Workplace Based
S12000042,2003,Median,Pounds (GBP),329.4,All,Workplace Based
S12000042,2011,Median,Pounds (GBP),467.3,All,Workplace Based
S12000042,2010,Median,Pounds (GBP),482.9,All,Workplace Based
S12000042,2012,Median,Pounds (GBP),483.3,All,Workplace Based
S12000041,2001,Median,Pounds (GBP),266.3,Female,Workplace Based
S12000041,2002,Median,Pounds (GBP),284.2,Female,Workplace Based
S12000042,2009,Median,Pounds (GBP),465.4,All,Workplace Based
S12000040,2008,Median,Pounds (GBP),376,Female,Workplace Based
S12000040,2007,Median,Pounds (GBP),345.1,Female,Workplace Based
S12000040,2009,Median,Pounds (GBP),392,Female,Workplace Based
S12000040,2005,Median,Pounds (GBP),342.6,Female,Workplace Based
S12000040,2004,Median,Pounds (GBP),336.8,Female,Workplace Based
S12000040,2006,Median,Pounds (GBP),333.1,Female,Workplace Based
S12000047,2008,Median,Pounds (GBP),372.1,Female,Workplace Based
S12000047,2007,Median,Pounds (GBP),366.5,Female,Workplace Based
S12000047,2009,Median,Pounds (GBP),382.4,Female,Workplace Based
S12000046,2001,Median,Pounds (GBP),307.3,Female,Workplace Based
S12000046,2002,Median,Pounds (GBP),314.3,Female,Workplace Based
S12000047,2006,Median,Pounds (GBP),339.5,Female,Workplace Based
S12000041,2004,Median,Pounds (GBP),333.8,Female,Workplace Based
S12000041,2005,Median,Pounds (GBP),354.9,Female,Workplace Based
S12000041,2003,Median,Pounds (GBP),298.5,Female,Workplace Based
S12000047,2011,Median,Pounds (GBP),401.2,Female,Workplace Based
S12000047,2010,Median,Pounds (GBP),407.7,Female,Workplace Based
S12000047,2012,Median,Pounds (GBP),384,Female,Workplace Based
S12000017,2007,Median,Pounds (GBP),340.1,Female,Workplace Based
S12000017,2006,Median,Pounds (GBP),350.7,Female,Workplace Based
S12000017,2008,Median,Pounds (GBP),387.1,Female,Workplace Based
S12000017,2004,Median,Pounds (GBP),313.4,Female,Workplace Based
S12000017,2003,Median,Pounds (GBP),309.1,Female,Workplace Based
S12000017,2005,Median,Pounds (GBP),352.2,Female,Workplace Based
S12000017,2001,Median,Pounds (GBP),371.5,Male,Workplace Based
S12000017,2012,Median,Pounds (GBP),390.5,Female,Workplace Based
S12000017,2002,Median,Pounds (GBP),382.8,Male,Workplace Based
S12000017,2010,Median,Pounds (GBP),381.8,Female,Workplace Based
S12000017,2009,Median,Pounds (GBP),396.6,Female,Workplace Based
S12000017,2011,Median,Pounds (GBP),398.6,Female,Workplace Based
S12000017,2007,Median,Pounds (GBP),406.1,All,Workplace Based
S12000017,2006,Median,Pounds (GBP),393.1,All,Workplace Based
S12000017,2008,Median,Pounds (GBP),416.1,All,Workplace Based
S12000017,2004,Median,Pounds (GBP),359.1,All,Workplace Based
S12000017,2003,Median,Pounds (GBP),348.3,All,Workplace Based
S12000017,2005,Median,Pounds (GBP),376,All,Workplace Based
S12000017,2001,Median,Pounds (GBP),291.9,Female,Workplace Based
S12000017,2012,Median,Pounds (GBP),460.4,All,Workplace Based
S12000017,2002,Median,Pounds (GBP),293.6,Female,Workplace Based
S12000017,2010,Median,Pounds (GBP),456.8,All,Workplace Based
S12000017,2009,Median,Pounds (GBP),450.8,All,Workplace Based
S12000017,2011,Median,Pounds (GBP),451.5,All,Workplace Based
S12000018,2006,Median,Pounds (GBP),381.1,All,Workplace Based
S12000018,2005,Median,Pounds (GBP),384.1,All,Workplace Based
S12000018,2007,Median,Pounds (GBP),391.1,All,Workplace Based
S12000018,2003,Median,Pounds (GBP),332.2,All,Workplace Based
S12000018,2002,Median,Pounds (GBP),298.9,All,Workplace Based
S12000018,2004,Median,Pounds (GBP),339.8,All,Workplace Based
S12000018,2012,Median,Pounds (GBP),464.4,All,Workplace Based
S12000018,2011,Median,Pounds (GBP),464.4,All,Workplace Based
S12000018,2001,Median,Pounds (GBP),267.6,Female,Workplace Based
S12000018,2009,Median,Pounds (GBP),465.9,All,Workplace Based
S12000018,2008,Median,Pounds (GBP),392.2,All,Workplace Based
S12000018,2010,Median,Pounds (GBP),481.4,All,Workplace Based
S12000017,2007,Median,Pounds (GBP),465.3,Male,Workplace Based
S12000017,2006,Median,Pounds (GBP),430.5,Male,Workplace Based
S12000017,2008,Median,Pounds (GBP),463.5,Male,Workplace Based
S12000017,2004,Median,Pounds (GBP),396.3,Male,Workplace Based
S12000017,2003,Median,Pounds (GBP),380.7,Male,Workplace Based
S12000017,2005,Median,Pounds (GBP),395.8,Male,Workplace Based
S12000017,2012,Median,Pounds (GBP),490.7,Male,Workplace Based
S12000017,2011,Median,Pounds (GBP),492.3,Male,Workplace Based
S12000018,2001,Median,Pounds (GBP),328.2,All,Workplace Based
S12000017,2009,Median,Pounds (GBP),473,Male,Workplace Based
S12000017,2010,Median,Pounds (GBP),508.3,Male,Workplace Based
S12000014,2008,Median,Pounds (GBP),426,All,Workplace Based
S12000014,2007,Median,Pounds (GBP),419,All,Workplace Based
S12000014,2009,Median,Pounds (GBP),460,All,Workplace Based
S12000014,2005,Median,Pounds (GBP),413.2,All,Workplace Based
S12000014,2004,Median,Pounds (GBP),385.3,All,Workplace Based
S12000014,2006,Median,Pounds (GBP),419.1,All,Workplace Based
S12000014,2002,Median,Pounds (GBP),284.3,Female,Workplace Based
S12000014,2001,Median,Pounds (GBP),268.7,Female,Workplace Based
S12000014,2003,Median,Pounds (GBP),308.6,Female,Workplace Based
S12000014,2011,Median,Pounds (GBP),482.1,All,Workplace Based
S12000014,2010,Median,Pounds (GBP),499.6,All,Workplace Based
S12000014,2012,Median,Pounds (GBP),510.8,All,Workplace Based
S12000013,2008,Median,Pounds (GBP),516.2,Male,Workplace Based
S12000013,2005,Median,Pounds (GBP),383,Male,Workplace Based
S12000013,2009,Median,Pounds (GBP),461.4,Male,Workplace Based
S12000013,2002,Median,Pounds (GBP),466.9,Male,Workplace Based
S12000013,2001,Median,Pounds (GBP),449.5,Male,Workplace Based
S12000013,2003,Median,Pounds (GBP),448.9,Male,Workplace Based
S12000014,2002,Median,Pounds (GBP),350.3,All,Workplace Based
S12000014,2001,Median,Pounds (GBP),332.6,All,Workplace Based
S12000014,2003,Median,Pounds (GBP),376.7,All,Workplace Based
S12000013,2011,Median,Pounds (GBP),454.4,Male,Workplace Based
S12000013,2010,Median,Pounds (GBP),465.2,Male,Workplace Based
S12000013,2012,Median,Pounds (GBP),448.1,Male,Workplace Based
S12000014,2007,Median,Pounds (GBP),461.4,Male,Workplace Based
S12000014,2006,Median,Pounds (GBP),480.4,Male,Workplace Based
S12000014,2008,Median,Pounds (GBP),463.2,Male,Workplace Based
S12000014,2004,Median,Pounds (GBP),426.5,Male,Workplace Based
S12000014,2003,Median,Pounds (GBP),420,Male,Workplace Based
S12000014,2005,Median,Pounds (GBP),456,Male,Workplace Based
S12000017,2001,Median,Pounds (GBP),323.6,All,Workplace Based
S12000014,2012,Median,Pounds (GBP),549.4,Male,Workplace Based
S12000017,2002,Median,Pounds (GBP),348,All,Workplace Based
S12000014,2010,Median,Pounds (GBP),506,Male,Workplace Based
S12000014,2009,Median,Pounds (GBP),497.8,Male,Workplace Based
S12000014,2011,Median,Pounds (GBP),490.1,Male,Workplace Based
S12000014,2008,Median,Pounds (GBP),391.3,Female,Workplace Based
S12000014,2007,Median,Pounds (GBP),381.8,Female,Workplace Based
S12000014,2009,Median,Pounds (GBP),390.3,Female,Workplace Based
S12000014,2005,Median,Pounds (GBP),333.4,Female,Workplace Based
S12000014,2004,Median,Pounds (GBP),330,Female,Workplace Based
S12000014,2006,Median,Pounds (GBP),339.6,Female,Workplace Based
S12000014,2001,Median,Pounds (GBP),394.2,Male,Workplace Based
S12000014,2012,Median,Pounds (GBP),472.5,Female,Workplace Based
S12000014,2002,Median,Pounds (GBP),393.8,Male,Workplace Based
S12000014,2010,Median,Pounds (GBP),424.8,Female,Workplace Based
S12000014,2011,Median,Pounds (GBP),440.1,Female,Workplace Based
S12000020,2009,Median,Pounds (GBP),407.7,All,Workplace Based
S12000020,2008,Median,Pounds (GBP),390.8,All,Workplace Based
S12000020,2010,Median,Pounds (GBP),418.7,All,Workplace Based
S12000020,2006,Median,Pounds (GBP),373.6,All,Workplace Based
S12000020,2005,Median,Pounds (GBP),368.7,All,Workplace Based
S12000020,2007,Median,Pounds (GBP),383.7,All,Workplace Based
S12000020,2003,Median,Pounds (GBP),251.7,Female,Workplace Based
S12000020,2002,Median,Pounds (GBP),240,Female,Workplace Based
S12000020,2004,Median,Pounds (GBP),269.7,Female,Workplace Based
S12000020,2012,Median,Pounds (GBP),453.4,All,Workplace Based
S12000020,2011,Median,Pounds (GBP),455.6,All,Workplace Based
S12000020,2001,Median,Pounds (GBP),209.7,Female,Workplace Based
S12000019,2009,Median,Pounds (GBP),528.9,Male,Workplace Based
S12000019,2008,Median,Pounds (GBP),492.8,Male,Workplace Based
S12000019,2010,Median,Pounds (GBP),524.6,Male,Workplace Based
S12000019,2006,Median,Pounds (GBP),416.2,Male,Workplace Based
S12000019,2005,Median,Pounds (GBP),418.5,Male,Workplace Based
S12000019,2007,Median,Pounds (GBP),466.3,Male,Workplace Based
S12000020,2003,Median,Pounds (GBP),324.6,All,Workplace Based
S12000020,2002,Median,Pounds (GBP),309.5,All,Workplace Based
S12000020,2004,Median,Pounds (GBP),327.5,All,Workplace Based
S12000019,2012,Median,Pounds (GBP),533.7,Male,Workplace Based
S12000019,2011,Median,Pounds (GBP),524,Male,Workplace Based
S12000020,2001,Median,Pounds (GBP),280.4,All,Workplace Based
S12000020,2008,Median,Pounds (GBP),467.9,Male,Workplace Based
S12000020,2007,Median,Pounds (GBP),435.9,Male,Workplace Based
S12000020,2009,Median,Pounds (GBP),475.9,Male,Workplace Based
S12000020,2005,Median,Pounds (GBP),407.9,Male,Workplace Based
S12000020,2004,Median,Pounds (GBP),407.2,Male,Workplace Based
S12000020,2006,Median,Pounds (GBP),419,Male,Workplace Based
S12000021,2002,Median,Pounds (GBP),346,All,Workplace Based
S12000021,2001,Median,Pounds (GBP),367,All,Workplace Based
S12000021,2003,Median,Pounds (GBP),375.9,All,Workplace Based
S12000020,2011,Median,Pounds (GBP),486.4,Male,Workplace Based
S12000020,2010,Median,Pounds (GBP),453.1,Male,Workplace Based
S12000020,2012,Median,Pounds (GBP),504.5,Male,Workplace Based
S12000020,2009,Median,Pounds (GBP),328.8,Female,Workplace Based
S12000020,2008,Median,Pounds (GBP),334.3,Female,Workplace Based
S12000020,2010,Median,Pounds (GBP),367.8,Female,Workplace Based
S12000020,2006,Median,Pounds (GBP),298.6,Female,Workplace Based
S12000020,2005,Median,Pounds (GBP),287.4,Female,Workplace Based
S12000020,2007,Median,Pounds (GBP),296.1,Female,Workplace Based
S12000020,2002,Median,Pounds (GBP),358.5,Male,Workplace Based
S12000020,2001,Median,Pounds (GBP),312.5,Male,Workplace Based
S12000020,2003,Median,Pounds (GBP),381.9,Male,Workplace Based
S12000020,2011,Median,Pounds (GBP),381.5,Female,Workplace Based
S12000020,2012,Median,Pounds (GBP),341.2,Female,Workplace Based
S12000018,2006,Median,Pounds (GBP),444.4,Male,Workplace Based
S12000018,2005,Median,Pounds (GBP),409.7,Male,Workplace Based
S12000018,2007,Median,Pounds (GBP),456.8,Male,Workplace Based
S12000018,2003,Median,Pounds (GBP),351.1,Male,Workplace Based
S12000018,2002,Median,Pounds (GBP),347.6,Male,Workplace Based
S12000018,2004,Median,Pounds (GBP),379.7,Male,Workplace Based
S12000018,2012,Median,Pounds (GBP),498.2,Male,Workplace Based
S12000018,2011,Median,Pounds (GBP),512.7,Male,Workplace Based
S12000019,2001,Median,Pounds (GBP),347.9,All,Workplace Based
S12000018,2009,Median,Pounds (GBP),498.3,Male,Workplace Based
S12000018,2008,Median,Pounds (GBP),432.9,Male,Workplace Based
S12000018,2010,Median,Pounds (GBP),482,Male,Workplace Based
S12000018,2006,Median,Pounds (GBP),324.1,Female,Workplace Based
S12000018,2005,Median,Pounds (GBP),324.9,Female,Workplace Based
S12000018,2007,Median,Pounds (GBP),319,Female,Workplace Based
S12000018,2003,Median,Pounds (GBP),293.2,Female,Workplace Based
S12000018,2002,Median,Pounds (GBP),282.7,Female,Workplace Based
S12000018,2004,Median,Pounds (GBP),300.6,Female,Workplace Based
S12000018,2012,Median,Pounds (GBP),420.8,Female,Workplace Based
S12000018,2011,Median,Pounds (GBP),420.6,Female,Workplace Based
S12000018,2001,Median,Pounds (GBP),362.6,Male,Workplace Based
S12000018,2009,Median,Pounds (GBP),445.7,Female,Workplace Based
S12000018,2008,Median,Pounds (GBP),352,Female,Workplace Based
S12000018,2010,Median,Pounds (GBP),478.2,Female,Workplace Based
S12000019,2009,Median,Pounds (GBP),398.7,Female,Workplace Based
S12000019,2008,Median,Pounds (GBP),391.1,Female,Workplace Based
S12000019,2010,Median,Pounds (GBP),421,Female,Workplace Based
S12000019,2005,Median,Pounds (GBP),393.4,Female,Workplace Based
S12000019,2003,Median,Pounds (GBP),369,Female,Workplace Based
S12000019,2006,Median,Pounds (GBP),422.7,Female,Workplace Based
S12000019,2003,Median,Pounds (GBP),431.5,Male,Workplace Based
S12000019,2002,Median,Pounds (GBP),378.3,Male,Workplace Based
S12000019,2004,Median,Pounds (GBP),420.5,Male,Workplace Based
S12000019,2012,Median,Pounds (GBP),414.6,Female,Workplace Based
S12000019,2011,Median,Pounds (GBP),425.5,Female,Workplace Based
